militia मिलिशिया
mathematician गणित
amanda अमांडा
hart हार्ट
friendship मित्रता
indoor अंदर
entanglement उलझाव
sentiment भावना
tobacco तंबाकू
branches शाखाओं
newspaper अखबार
pastures चरागाहों
grassland घासभूमि
milk दूध
voters मतदाता
shamelessly बेशर्मी
cone शंकु
noise शोर
vicious शातिर
policies नीतियां
extravagant हद
cats बिल्लियों
fading घटाते
underline रेखांकित
lbs पाउंड
outdoors बाहर
reflection परावर्तन
sculpting शिल्पकला
files फाइलें
unheard अनसुनी
illnesses बीमारियों
vacations छुट्टियाँ
crimes अपराधों
plus प्लस
legacy विरासत
salutary हितकारी
creating बनाना
dinner डिनर
adult प्रौढ़
notions धारणाएं
require आवश्यकता
cloud बादल
bone हड्डी
watched देखा
charity धर्मार्थ
gas गैस
guava अमरूद
rim रिम
soulful भावपूर्ण
conspiracy षड्यन्त्र
success कामयाबी
butterflies तितलियों
ladies महिलाएं
tehsil तहसील
enormous विशाल
moonlight चांदनी
hospitals अस्पतालों
sandy सैंडी
stupidity मूर्खता
drip ड्रिप
crusades क्रूसेड
fee फी
elk नीलगाय
profession वृत्ति
keyword कीवर्ड
tourmaline टूरमैलीन
encouragement प्रोत्साहन
nope नहीं
devise मक्कारी
railways रेल
heist लूटपाट
dress ड्रेस
restrictive प्रतिबंधक
reference सन्दर्भ
breeder प्रजनक
belief विश्वास
copyrighted स्वत्वाधिकार
notableworks notableworks
hostel होस्टल
sojourn ठहरना
since जबसे
england इंग्लैंड
nation राष्ट्र
gear गियर
bamboo बाँस
sqrt sqrt
skin स्किन
folic फोलिक
dunk डंक
camcorder कैमकॉर्डर
displays प्रदर्शक
standardized मानकीकृत
ish ईश
iraq इराकी
unqualified निर्गुण
nonsense बकवास
inland अंतर्देशीय
intolerance असहिष्णुता
dryness तालू
pas pas
instances उदाहरण
squad स्क्वाड
perfect परिपूर्ण
conscious सचेत
states राज्यो
sim सिम
gale झोंका
membranes झिल्लियों
shabby जर्जर
dysentery पेचिश
flame ज्वाला
renewed नवीनीकृत
popularity लोकप्रियता
frustrated निराश
antagonism शत्रुता
basic बेसिक
seas समुद्र
difficult मुश्किल
arbitrary मनमानी
liv लिव
coworkers सहकर्मियों
litre लीनियर
pity दया
incomplete अधूरी
cricketer cricketer
tomorrow कल
conserves आंचल
handsome सुंदर
khan खान
installation संस्थापना
scary डरावना
bridges पुल
narrow तंग
books किताबे
engineers इंजीनियर्स
ang आंग
duties कर्तव्य
will होगा
premiere प्रीमियर
sequence क्रम
financial वित्तीय
banging पीटने
save सहेजें
monthly मासिक
stardom स्टारडम
specialist विशेषज्ञ
tyrants उत्पीड़क
kilometre किलोमीटर
biennial द्विवार्षिक
husband पति
executive कार्यपालिका
crores करोड़
highest सर्वोच्च
satan शैतानी
without बिना
epsilon ऍप्सिलन
pronounced सुनाया
dancers नर्तक
royals रॉयल्स
packet पैकेट
